Address#Link#priceBedrooms#Bathrooms#Parking Spaces#Property Type#Indicative Price Link#Property Size
9108 Peter Senior Drive, Hope Island#/property-house-qld-hope+island-144549052#Offers over $1,999,000#5##2#House#N/A#530 m²
14 Nimbus Court, Coomera#/property-house-qld-coomera-144549044#Offers Above $1,100,000#5#2#4#House#N/A#530 m²
3/17 Madang Crescent, Runaway Bay#/property-apartment-qld-runaway+bay-144548960#Contact Agent#3#1#1#Apartment#N/A#530 m²
30104/2 Ephraim Island, Paradise Point#/property-apartment-qld-paradise+point-143884236#Auction#3#2#2#Apartment#N/A#530 m²
1028 Edgecliff Drive, Sanctuary Cove#/property-house-qld-sanctuary+cove-143145200#Contact Agent#4#5#4#House#N/A#530 m²
3118 Riverleigh Drive, Hope Island#/property-house-qld-hope+island-142898304#Contact Agent#6#6#3#House#N/A#530 m²
21 Royal Albert Crescent, Sovereign Islands#/property-house-qld-sovereign+islands-144547488#New to Market!#5#5#5#House#N/A#530 m²
52 Lindsay Parade, Paradise Point#/property-house-qld-paradise+point-144795684#Paradise Points Most Affordable Waterfront Home#4#3#4#House#N/A#530 m²
435/3 Pendraat Parade, Hope Island#/property-apartment-qld-hope+island-144795592#UNDER CONTRACT#3#2#2#Apartment#N/A#530 m²
6054 Garda Avenue, Hope Island#/property-house-qld-hope+island-144660316#Contact Agent#3#3#2#House#N/A#530 m²
113 Bayview Street, Runaway Bay#/property-house-qld-runaway+bay-144474156#Contact Agent#5##3#House#N/A#530 m²
70 Ocean Street, Runaway Bay#/property-house-qld-runaway+bay-144150332#Contact Agent#4#2#4#House#N/A#530 m²
11 Roebuck Street, Coomera#/property-house-qld-coomera-144793640#OFFERS OVER  $990,000#4#2#2#House#N/A#530 m²
2614 Virginia Drive, Hope Island#/property-house-qld-hope+island-143795812#Contact Agent#7#8#8#House#N/A#530 m²
37 Flowers Drive, Coomera#/property-house-qld-coomera-144915220#For Sale#4#2#2#House#N/A#530 m²
77 Picnic Creek Drive, Coomera#/property-house-qld-coomera-144764868#For Sale#4#2#2#House#N/A#530 m²
17/191 Marina Quays Boulevard, Hope Island#/property-townhouse-qld-hope+island-144792552#Offers Over $810,000#3#2#2#Townhouse#N/A#530 m²
1510/10 Sickle Avenue, Hope Island#/property-unit-qld-hope+island-145124072#Contact Bianca Basile#2#2#1#Unit#N/A#530 m²
1037 Rosebank Way, Hope Island#/property-house-qld-hope+island-143880668#Contact Agent For Price#3#3#2#House#N/A#530 m²
21/1 Lyra Avenue, Hope Island#/property-townhouse-qld-hope+island-144909320#Contact Agent#3#2#2#Townhouse#N/A#530 m²
1310/2 Activa Way, Hope Island#/property-apartment-qld-hope+island-144451748#Offers Over $650,000#2#2#2#Apartment#N/A#530 m²
76 Alexandrina Street, Coomera#/property-house-qld-coomera-144790180#Expressions of Interest#4#2#2#House#N/A#530 m²
3/10-12 Jennifer Avenue, Runaway Bay#/property-villa-qld-runaway+bay-144540788#$3,435,000#4##4#Villa#N/A#530 m²
3405/4 Marina Promenade, Paradise Point#/property-apartment-qld-paradise+point-144790088#$1,625,000#3#3#2#Apartment#N/A#530 m²
7602 Fairway Boulevard, Hope Island#/property-house-qld-hope+island-144877508#Offers Over $2.6 Million#4#3#2#House#N/A#530 m²
27101 Ephraim Island, Paradise Point#/property-apartment-qld-paradise+point-144911396#$2,890,000#3#2#2#Apartment#N/A#243 m²
8955 The Point Circuit, Sanctuary Cove#/property-residential+land-qld-sanctuary+cove-203921628#OFFERS OVER $999,000#N/A#N/A#N/A#Residential Land#N/A#243 m²
7087 Keyside Close, Sanctuary Cove#/property-house-qld-sanctuary+cove-145155224#$5.5 Million#5##6#House#N/A#243 m²
1 Sundance Way, Runaway Bay#/property-house-qld-runaway+bay-144909528#Contact Agent#5#4#2#House#N/A#243 m²
41 Ocean Street, Runaway Bay#/property-house-qld-runaway+bay-144537096#Offers from $1.48m#6##4#House#N/A#243 m²
18 Madison Road, Coomera#/property-house-qld-coomera-144984428#UNDER CONTRACT IN JUST 4 DAYS! OO $850,000#4#2#2#House#N/A#243 m²
2506 Cressbrook Drive, Hope Island#/property-house-qld-hope+island-144705700#4.25 Million +#5##7#House#N/A#243 m²
52/60-76 Caseys Road, Hope Island#/property-townhouse-qld-hope+island-143015592#Under Contract#3#2#1#Townhouse#N/A#243 m²
11 Knightsbridge Parade East, Sovereign Islands#/property-house-qld-sovereign+islands-143275232#Going, Going, GONE#6##7#House#N/A#243 m²
6 Parklane Terrace, Sovereign Islands#/property-house-qld-sovereign+islands-143413516#Contact Agent#5#7#3#House#N/A#243 m²
1706/6-8 Sickle Avenue, Hope Island#/property-apartment-qld-hope+island-144784004#Offers Above $1 Million#2#2#2#Apartment#N/A#243 m²
8/1 Manacor Place, Coombabah#/property-townhouse-qld-coombabah-144783896#Offers above $1,265,000#4##2#Townhouse#N/A#243 m²
5620 Harbour Terrace, Sanctuary Cove#/property-house-qld-sanctuary+cove-143412268#$5,950,000#3#4#2#House#N/A#243 m²
21 Deagon Drive, Runaway Bay#/property-house-qld-runaway+bay-144534924#Auction#5#3#5#House#N/A#243 m²
1914 Sunningdale Court, Sanctuary Cove#/property-house-qld-sanctuary+cove-144534116#Asking Price $2,895,000#4#3#2#House#N/A#243 m²
15-19 Royal Albert Crescent, Sovereign Islands#/property-residential+land-qld-sovereign+islands-203912136#Auction#N/A#N/A#N/A#Residential Land#N/A#243 m²
3/20 Madang Crescent, Runaway Bay#/property-house-qld-runaway+bay-144015176#Offers Above $1.4m#3##2#House#N/A#243 m²
5/82-86 Limetree Parade, Runaway Bay#/property-unit-qld-runaway+bay-144779896#$799,000#3##2#Unit#N/A#243 m²
